review_vi,review_pre,sentiment
"Các phòng học trông như bị bỏ hoang, thỉnh thoảng mới được sử dụng, trông buồn tẻ và mờ nhạt.","các phòng học trông như bị bỏ hoang, thỉnh thoảng mới được sử dụng, trông buồn tẻ và mờ nhạt.",negative
Bạn tôi rất thông minh và có kỹ năng làm việc nhóm tuyệt vời.,bạn tôi rất thông minh và có kỹ năng làm việc nhóm tuyệt vời.,positive
"Phòng học ở ngôi trường này quá chật chội, không đủ chỗ cho học sinh học tập.","phòng học ở ngôi trường này quá chật chội, không đủ chỗ cho học sinh học tập.",negative
Bạn tôi rất thông minh và luôn sẵn sàng giúp đỡ mọi người.,bạn tôi rất thông minh và luôn sẵn sàng giúp đỡ mọi người.,positive
"Các lớp học, giảng đường chưa được trang bị công nghệ mới nhất để nâng cao chất lượng giảng dạy.","các lớp học, giảng đường chưa được trang bị công nghệ mới nhất để nâng cao chất lượng giảng dạy.",negative
Bạn tôi rất thông minh và thường có những suy nghĩ sáng tạo.,bạn tôi rất thông minh và thường có những suy nghĩ sáng tạo.,positive
"Phòng học, giảng đường không được bố trí hợp lý, gây khó chịu cho học sinh.","phòng học, giảng đường không được bố trí hợp lý, gây khó chịu cho học sinh.",negative
Bạn tôi rất tỉ mỉ và cẩn thận trong mọi công việc nên mọi người xung quanh đều cảm thấy yên tâm và yên tâm hơn.,bạn tôi rất tỉ mỉ và cẩn thận trong mọi công việc nên mọi người xung quanh đều cảm thấy yên tâm và yên tâm hơn.,positive
"Phòng học, giảng đường chưa được trang bị đầy đủ công nghệ hiện đại.","phòng học, giảng đường chưa được trang bị đầy đủ công nghệ hiện đại.",negative
Bạn tôi là người rất tỉ mỉ và có thể hoàn thành công việc rất tốt.,bạn tôi là người rất tỉ mỉ và có thể hoàn thành công việc rất tốt.,positive
"Lớp học, giảng đường quá xa nhà ở khiến sinh viên mất thời gian và tiền bạc đi lại.","lớp học, giảng đường quá xa nhà ở khiến sinh viên mất thời gian và tiền bạc đi lại.",negative
Bạn tôi rất tinh tế và luôn có những ý tưởng mới để cải thiện công việc của mình.,bạn tôi rất tinh tế và luôn có những ý tưởng mới để cải thiện công việc của mình.,positive
"Phòng học, giảng đường thiếu không gian, tầm nhìn không rộng.","phòng học, giảng đường thiếu không gian, tầm nhìn không rộng.",negative
Bạn tôi rất tốt bụng và luôn giúp đỡ mọi người.,bạn tôi rất tốt bụng và luôn giúp đỡ mọi người.,positive
"Lớp học và phòng thí nghiệm rất ồn ào, gây khó khăn cho việc học tập.","lớp học và phòng thí nghiệm rất ồn ào, gây khó khăn cho việc học tập.",negative
"Bạn tôi rất có trách nhiệm và tận tâm trong mọi công việc, luôn đạt được kết quả tốt nhất.","bạn tôi rất có trách nhiệm và tận tâm trong mọi công việc, luôn đạt được kết quả tốt nhất.",positive
Phòng thí nghiệm kỹ thuật số không được trang bị đầy đủ thiết bị.,phòng thí nghiệm kỹ thuật số không được trang bị đầy đủ thiết bị.,negative
"Bạn tôi rất tốt bụng và thông minh, có khả năng giải quyết vấn đề rất ấn tượng.","bạn tôi rất tốt bụng và thông minh, có khả năng giải quyết vấn đề rất ấn tượng.",positive
Phòng máy tính của trường quá nhỏ.,phòng máy tính của trường quá nhỏ.,negative
Bạn tôi rất đáng được vinh danh và ghi nhận vì những đóng góp to lớn cho khoa học giáo dục.,bạn tôi rất đáng được vinh danh và ghi nhận vì những đóng góp to lớn cho khoa học giáo dục.,positive
"Phòng máy tính của trường chật chội, không đủ máy tính để phục vụ số lượng học sinh.","phòng máy tính của trường chật chội, không đủ máy tính để phục vụ số lượng học sinh.",negative
Bạn tôi rất thông minh và có nhiều tài năng.,bạn tôi rất thông minh và có nhiều tài năng.,positive
Phòng máy tính không có đủ máy in để sinh viên in tài liệu.,phòng máy tính không có đủ máy in để sinh viên in tài liệu.,negative
Bạn tôi thực sự rất tận tâm và luôn sẵn lòng giúp đỡ người khác.,bạn tôi thực sự rất tận tâm và luôn sẵn lòng giúp đỡ người khác.,positive
Phòng máy tính ở trường quá nóng để làm việc.,phòng máy tính ở trường quá nóng để làm việc.,negative
Người bạn cùng đội bóng của tôi là một người rất chăm chỉ và nhiệt tình.,người bạn cùng đội bóng của tôi là một người rất chăm chỉ và nhiệt tình.,positive
Phòng học của trường không đủ sạch sẽ và tiện nghi.,phòng học của trường không đủ sạch sẽ và tiện nghi.,negative
Người bạn cùng đội bóng đá của tôi là một người rất đam mê và có tinh thần đồng đội tốt.,người bạn cùng đội bóng đá của tôi là một người rất đam mê và có tinh thần đồng đội tốt.,positive
Phòng tập kịch không đủ chỗ cho một lớp đông người.,phòng tập kịch không đủ chỗ cho một lớp đông người.,negative
Người đồng đội bóng đá của tôi là một người rất tận tâm và có tinh thần đồng đội.,người đồng đội bóng đá của tôi là một người rất tận tâm và có tinh thần đồng đội.,positive
Phòng tập thể dục của trường rất chật chội và không có đủ trang thiết bị phục vụ học sinh.,phòng tập thể dục của trường rất chật chội và không có đủ trang thiết bị phục vụ học sinh.,negative
Đối tác dự án của tôi rất nhiệt tình và luôn đưa ra những nhận xét tích cực.,đối tác dự án của tôi rất nhiệt tình và luôn đưa ra những nhận xét tích cực.,positive
Phòng thảo luận của trường thường rất bẩn và không có đủ không gian để học sinh thảo luận bình thường.,phòng thảo luận của trường thường rất bẩn và không có đủ không gian để học sinh thảo luận bình thường.,negative
Bạn cùng lớp của tôi là một người rất cầu tiến và chăm chỉ.,bạn cùng lớp của tôi là một người rất cầu tiến và chăm chỉ.,positive
Các phòng thí nghiệm của trường rất nóng và không có đủ không gian thông gió.,các phòng thí nghiệm của trường rất nóng và không có đủ không gian thông gió.,negative
Bạn cùng lớp của tôi là một người rất kiên nhẫn và cẩn thận.,bạn cùng lớp của tôi là một người rất kiên nhẫn và cẩn thận.,positive
Các phòng thí nghiệm không được thông gió tốt và tiếp xúc với ánh sáng và ô nhiễm không khí.,các phòng thí nghiệm không được thông gió tốt và tiếp xúc với ánh sáng và ô nhiễm không khí.,negative
Bạn cùng lớp của tôi là một người rất tốt bụng và chu đáo.,bạn cùng lớp của tôi là một người rất tốt bụng và chu đáo.,positive
Phòng thí nghiệm quá chật chội.,phòng thí nghiệm quá chật chội.,negative
Các bạn cùng lớp của tôi luôn cầu tiến và đóng góp những ý kiến ​​tích cực.,các bạn cùng lớp của tôi luôn cầu tiến và đóng góp những ý kiến ​​tích cực.,positive
Các phòng thí nghiệm tại trường rất nhỏ và không có đủ trang thiết bị phục vụ nhu cầu của học sinh.,các phòng thí nghiệm tại trường rất nhỏ và không có đủ trang thiết bị phục vụ nhu cầu của học sinh.,negative
Các bạn cùng lớp luôn ủng hộ và giúp đỡ tôi khi tôi gặp khó khăn.,các bạn cùng lớp luôn ủng hộ và giúp đỡ tôi khi tôi gặp khó khăn.,positive
"Phòng thí nghiệm, trang thiết bị thiếu thốn cơ sở vật chất, chưa đáp ứng được nhu cầu học tập, nghiên cứu của sinh viên.","phòng thí nghiệm, trang thiết bị thiếu thốn cơ sở vật chất, chưa đáp ứng được nhu cầu học tập, nghiên cứu của sinh viên.",negative
Các bạn cùng lớp của tôi có tinh thần đồng đội rất tốt và luôn hỗ trợ lẫn nhau trong học tập.,các bạn cùng lớp của tôi có tinh thần đồng đội rất tốt và luôn hỗ trợ lẫn nhau trong học tập.,positive
Phòng thực hành của trường rất chật hẹp và không có đủ máy móc để thực hiện các môn học.,phòng thực hành của trường rất chật hẹp và không có đủ máy móc để thực hiện các môn học.,negative
Bạn cùng nhóm của tôi là một người rất đam mê và nhiệt tình.,bạn cùng nhóm của tôi là một người rất đam mê và nhiệt tình.,positive
Phòng tập của trường thường rất ồn ào và không khí không tốt.,phòng tập của trường thường rất ồn ào và không khí không tốt.,negative
Bạn cùng nhóm của tôi là một người rất sáng tạo và đam mê.,bạn cùng nhóm của tôi là một người rất sáng tạo và đam mê.,positive
Các cơ sở y tế hoặc công nghệ không được trang bị đầy đủ.,các cơ sở y tế hoặc công nghệ không được trang bị đầy đủ.,negative
